Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-032161,2018-07,07/06/2018 14:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1468,UNION BLVD,51, , ,1468,UNION,886425.3,1031000
18-031194,2018-07,07/06/2018 14:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,S 10TH ST / SPRUCE ST,35, , , , ,906905.9,1016099
18-031007,2018-07,07/06/2018 14:05,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2343,LAFAYETTE AVE,32, , ,2164,LAFAYETTE,900170.3,1012974
18-031024,2018-07,07/06/2018 14:15,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,3885,ALBERTA ST,16, , ,3885,ALBERTA,891585.7,1002355
18-031025,2018-07,07/06/2018 14:26,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5743,FINKMAN ST,6, , ,5743,FINKMAN,879235.2,999113.6
18-031017,2018-07,07/06/2018 14:30,Y, , ,1, , 31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4640,CHIPPEWA ST,5,BUS STOP,BUS STOP, , ,885917.6,1004152
18-031369,2018-07,07/06/2018 14:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,2906,MACKLIND AVE,13, , ,2906,MACKLIND,883396.7,1009936
18-031022,2018-07,07/06/2018 14:45,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,5022,ROBIN AVE,72, ,REAR ALLEY,5022,ROBIN,890208.3,1043204
18-031012,2018-07,07/06/2018 15:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,CLARA AVE / PAGE BLVD,48, , , , ,883141.4,1031082
18-031439,2018-07,07/06/2018 15:00,Y, , ,1, , 73313,6,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,600,E ATHLONE AVE,79, , ,600,ATHLONE,902394.6,1038044
18-031506,2018-07,07/06/2018 15:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4326,LINDELL BLVD,38,OUR LITTLE HAVEN, ,4326,LINDELL,891102,1022251
18-031508,2018-07,07/06/2018 15:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4330,LINDELL BLVD,38,OUR LITTLE HAVEN, ,4330,LINDELL,891102,1022251
18-031577,2018-07,07/06/2018 15:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6806,SALZBURGER AVE,4, , ,6806,SALZBURGER,882690.6,996405.5
18-031439,2018-07,07/06/2018 15:00,Y, , ,1, , 73313,6,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,600,E ATHLONE AVE,79, , ,600,ATHLONE,902394.6,1038044
18-031505,2018-07,07/06/2018 15:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4316,LINDELL BLVD,38,OUR LITTLE HAVEN, ,4316,LINDELL,891202.8,1022225
18-031439,2018-07,07/06/2018 15:00,Y, , ,1, , 73313,6,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,600,E ATHLONE AVE,79, , ,600,ATHLONE,902394.6,1038044
18-031018,2018-07,07/06/2018 15:10,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,250,DE BALIVIERE AVE,47,FOREST PARK METRO LINK PLATFORM,@METROLINK - FOREST PARK,250,DE BALIVIERE,881642.6,1024780
18-031019,2018-07,07/06/2018 15:30,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,250,DE BALIVIERE AVE,47,FOREST PARK METRO LINK PLATFORM,@METROLINK - FOREST PARK,250,DE BALIVIERE,881642.6,1024780
18-031148,2018-07,07/06/2018 15:30,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,0,LASALLE ST / MISSISSIPPI AVE,32, , , , ,902414.3,1014814
18-031144,2018-07,07/06/2018 15:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1435,MALLINCKRODT ST,65,MOST HOLY TRINITY, ,1435,MALLINCKRODT,905986.2,1029460
18-031020,2018-07,07/06/2018 15:49,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4100,N KINGSHIGHWAY BLVD,69, , , , ,891712.9,1036405
18-031026,2018-07,07/06/2018 15:50,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4639,LABADIE AVE,56, , ,4641,LABADIE,892790,1032193
18-031810,2018-07,07/06/2018 16:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,MARCUS AVE / NATURAL BRIDGE AV,56, , , , ,893235.9,1034032
18-031174,2018-07,07/06/2018 16:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4222,DELMAR BLVD,38, , ,4222,DELMAR,892630.8,1024449
18-031949,2018-07,07/06/2018 16:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4908,EUCLID TER,53, , ,4908,EUCLID,888734.8,1027045
18-032582,2018-07,07/06/2018 16:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4880,HAMBURG AVE,4, , ,4880,HAMBURG,878486.8,993587.1
18-031029,2018-07,07/06/2018 16:16,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,S EUCLID AVE / MCKINLEY AVE,38, , , , ,887798.6,1019870
18-031296,2018-07,07/06/2018 16:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,2514,WHITTIER ST,57, , ,2514,WHITTIER,895788.9,1028531
18-031556,2018-07,07/06/2018 16:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N BROADWAY / PINE ST,35, , , , ,908981,1017323
18-031034,2018-07,07/06/2018 16:35,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4952,PARKER AVE,14,RESIDENCE, ,4952,PARKER,885085.8,1006923
18-031218,2018-07,07/06/2018 17:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2216,S 9TH ST,21, , ,2216,9TH,904287.4,1009241
18-032127,2018-07,07/06/2018 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4616,LINDELL BLVD,38, , ,4616,LINDELL,888643.6,1022874
18-031837,2018-07,07/06/2018 17:00,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",2,UNION 70 CENTER DR,70, , ,2,UNION 70 CENTER,888553.4,1038316
18-031731,2018-07,07/06/2018 17:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3920,LEE AVE,67, , ,3916,LEE,900080.5,1032448
18-031378,2018-07,07/06/2018 17:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / LINDELL,38, , ,2106,VICTOR,887402,1023458
18-031853,2018-07,07/06/2018 17:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,816,GEYER AVE,21,MOLLYS BISTRO, ,816,GEYER,904769.3,1010363
18-034101,2018-07,07/06/2018 17:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4507,LOUISIANA AVE,16, , ,4607,LOUISIANA,893107.4,998880.6
18-031042,2018-07,07/06/2018 17:30,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,5807,MURDOCH AVE,7, ,@CARROLLTON BANK,5807,MURDOCH,879507.1,1003098
18-031041,2018-07,07/06/2018 17:58,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,NATURAL BRIDGE AVE / SHREVE AV,55, , , , ,892780.4,1034268
18-031045,2018-07,07/06/2018 18:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3500,MCKEAN AVE,25, , ,3500,MCKEAN,894100.4,1005942
18-031188,2018-07,07/06/2018 18:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5513,PERSHING AVE,47, , ,5510,PERSHING,883539.6,1024874
18-031487,2018-07,07/06/2018 18:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5826,S BROADWAY,1, , ,5826,BROADWAY,893719.7,993001.4
18-031044,2018-07,07/06/2018 18:11,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1423,HICKORY LN,33,PEABODY HOUSING COMPLEX, ,1423,HICKORY,904245.2,1013903
18-031060,2018-07,07/06/2018 18:30,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,E GRAND AVE / I 70 WESTBOUND,66, , ,1820,CARR,904661.3,1034060
18-031109,2018-07,07/06/2018 18:30,Y, , ,1, , 66701,2,LARCENY-BICYCLES UNDER $500,1092,S TAYLOR AVE,39, , ,1092,TAYLOR,888467.3,1017595
18-031048,2018-07,07/06/2018 18:55,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / LINDELL BLVD,37, , , , ,896530.1,1021053
18-034284,2018-07,07/06/2018 19:12,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,3637,MINNESOTA AVE,19, , ,3637,MINNESOTA,895700.8,1003713
18-031155,2018-07,07/06/2018 19:30,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3722,ST LOUIS AVE,59, , ,3722,ST LOUIS,899049.7,1027813
18-031053,2018-07,07/06/2018 19:38,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,300,S 18TH ST,36, ,@METROLINK - UNION STATION,300,18TH,903924.3,1017158
18-031122,2018-07,07/06/2018 20:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,TALMAGE AVE / S VANDEVENTER AV,28, , , , ,891385.4,1016966
18-031129,2018-07,07/06/2018 20:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2938,MICHIGAN AVE,25, , ,2938,MICHIGAN,896288,1008273
18-031203,2018-07,07/06/2018 20:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3833,BLAINE AVE,29, , ,3833,BLAINE,893555.6,1014568
18-031071,2018-07,07/06/2018 20:01,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2750,HERMITAGE AVE,10, , ,2750,HERMITAGE,875284.3,1011654
18-031061,2018-07,07/06/2018 20:39,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1825,BIDDLE ST,61, ,CALLER S RESIDENCE,1825,BIDDLE,905188.9,1021650
18-031061,2018-07,07/06/2018 20:39, , , ,-1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1825,BIDDLE ST,61, ,CALLER S RESIDENCE,1825,BIDDLE,905188.9,1021650
18-031067,2018-07,07/06/2018 20:40,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4282,SAINT LOUIS AVE,57, , , , ,895641.2,1030064
18-031166,2018-07,07/06/2018 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4736,OLIVE ST,38, , ,4736,OLIVE,888982.6,1025493
18-031210,2018-07,07/06/2018 21:15,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5014,GRANBERRY WAY LN,52, , ,5014,GRANBERRY WAY,890309.4,1034029
18-031062,2018-07,07/06/2018 21:18,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,999,N 2ND ST,35, ,@HOTEL- FOUR SEASONS,999,2ND,910439.8,1019433
18-031238,2018-07,07/06/2018 21:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1544,OFALLON ST,61, , , , ,906213.4,1021851
18-031156,2018-07,07/06/2018 21:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5544,EMERSON AVE,71, , ,4544,EMERSON,894046.2,1042639
18-031082,2018-07,07/06/2018 21:35,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3721,W FLORISSANT AVE,66, , ,2810,9TH,902269.4,1033010
18-031078,2018-07,07/06/2018 21:42,Y, , ,1, , 10000,6,HOMICIDE,5598,ROBIN AVE,72, , , , ,892586.6,1044996
18-031523,2018-07,07/06/2018 22:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1829,S 9TH ST,21, , ,1829,9TH,904711.3,1010849
18-031093,2018-07,07/06/2018 22:00,Y, , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,6331,WINDHAM AVE,70, , ,6331,WINDHAM,887039.4,1043862
18-031336,2018-07,07/06/2018 22:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",2053,ALFRED AVE,13, , ,2053,ALFRED,888254.9,1012389
18-031179,2018-07,07/06/2018 22:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5440,CLEMENS AVE,49, , ,5440,CLEMENS,883780.1,1027687
18-031080,2018-07,07/06/2018 22:05,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,COTE BRILLIANTE AVE / N KINGSH,55, , , , ,888824.3,1031245
18-031080,2018-07,07/06/2018 22:05,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,COTE BRILLIANTE AVE / N KINGSH,55, , , , ,888824.3,1031245
18-031079,2018-07,07/06/2018 22:15,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1900,N EUCLID AVE,55, , ,1900,EUCLID,889794,1030990
18-031142,2018-07,07/06/2018 22:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 22ND ST / LUCAS AVE,36, , , , ,902915.2,1020334
18-031163,2018-07,07/06/2018 22:30,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4237,MARYLAND AVE,38, , ,4237,MARYLAND,891859,1022785
18-031073,2018-07,07/06/2018 22:48,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,ANGELICA ST / N BROADWAY,64, , , , ,906305.7,1032005
18-031081,2018-07,07/06/2018 23:04,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,7320,GRAVOIS AVE,4,CVS,GRAVOIS AND HAMPTON, , ,879254.2,994401.5
18-031087,2018-07,07/06/2018 23:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3938,MICHIGAN AVE,16, , ,3938,MICHIGAN,895249.5,1001747
18-031088,2018-07,07/06/2018 23:20,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,908,LAFAYETTE AVE,21, ,@MISSION TACO JOINT, , ,905007.2,1011313
18-031186,2018-07,07/06/2018 23:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 39TH ST / BOTANICAL AVE,27, , , , ,892781.1,1010812
18-031138,2018-07,07/06/2018 23:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1219,WILMINGTON AVE,1, , ,1219,WILMINGTON,890125.6,994857.9
18-031195,2018-07,07/06/2018 23:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",500,S BROADWAY,35, , ,601,CLARK,908557.7,1015477
18-031092,2018-07,07/06/2018 23:55,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,ARSENAL ST / S GRAND BLVD,25, , , , ,893925.6,1008454
18-031649,2018-07,07/07/2018 00:01,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",2051,ALFRED AVE,13, , ,2015,ALFRED,888254.9,1012389
18-031143,2018-07,07/07/2018 00:01,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3221,NEBRASKA AVE,30, , ,3221,NEBRASKA,896802.6,1006375
18-031089,2018-07,07/07/2018 00:07,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4140,PAGE BLVD,58,TRANSFORMATION CHRISTIAN CHURCH, ,4140,PAGE,894434.1,1026020
18-031094,2018-07,07/07/2018 00:15,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3311,MORGANFORD RD,15, , , , ,888095.3,1006807
18-031095,2018-07,07/07/2018 00:30,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4832,OLEATHA AVE,15, , , , ,885950.2,1005712
18-031135,2018-07,07/07/2018 00:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 10TH ST / SPRUCE ST,35, , , , ,906905.9,1016099
18-031125,2018-07,07/07/2018 00:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,601,CLARK AVE,35,BALLPARK VILLAGE, ,601,CLARK,908223.8,1016086
18-031108,2018-07,07/07/2018 00:30,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1519,MALLINCKRODT ST,65, ,@REAR NORTH ALLEY OF RESIDENCE,1510,MALLINCKRODT,905693.4,1029332
18-031100,2018-07,07/07/2018 01:15,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3124,BRANTNER PL,59, , ,3124,BRANTNER,899235.5,1023898
18-031104,2018-07,07/07/2018 02:13,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,FAIR AVE / E GREEN LEA PL,68, , , , ,898900.9,1033956
18-031256,2018-07,07/07/2018 02:30,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,500,OLIVE ST,35, , ,1300,GRAND,0,0
18-031112,2018-07,07/07/2018 02:50,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1000,CLARK AVE,35, , ,1000,CLARK,906803,1016334
18-031172,2018-07,07/07/2018 03:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1920,S 8TH ST,21, , ,1920,8TH,905084.8,1010472
18-031113,2018-07,07/07/2018 03:15,Y, , ,1, , 43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,6129,MARWINETTE AVE,3, , ,6129,MARWINETTE,886641.9,996052.5
18-031118,2018-07,07/07/2018 03:53,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",7339,GRAVOIS AVE,88,WALGREENS, ,7339,GRAVOIS,878828.2,994423.4
18-031132,2018-07,07/07/2018 04:00,Y, , ,1, , 43016,2,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,3415,S GRAND BLVD,15,TINY BUBBLES, ,3415,GRAND,893431.8,1005761
18-031361,2018-07,07/07/2018 04:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,400,S 4TH ST,35, , ,400,4TH,908773.8,1015571
18-031137,2018-07,07/07/2018 04:50,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1115,N 18TH ST,61, , ,1115,18TH,904887.3,1021519
18-031123,2018-07,07/07/2018 05:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4290,E ASHLAND AVE,56, , ,4290,ASHLAND,896185.6,1031409
18-031128,2018-07,07/07/2018 06:12,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,JUNIATA ST / MAURY AVE,15, , , , ,886787.7,1008746
18-031131,2018-07,07/07/2018 06:56,Y, , ,1, , 72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,4720,S BROADWAY,17, , ,4720,BROADWAY,895912.1,996407
18-031250,2018-07,07/07/2018 07:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5966,LOTUS AVE,50, ,RESIDENCE,5966,LOTUS,882110.7,1035352
18-031130,2018-07,07/07/2018 07:15,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,BRANCH ST / I 70 WESTBOUND,65, ,ALIAS I 70 WB/BRANCH, , ,907285.1,1027683
18-033793,2018-07,07/07/2018 08:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5050,HIGHLAND AVE,52, , ,5050,HIGHLAND,888888.9,1032332
18-031136,2018-07,07/07/2018 08:05,Y, , ,1, , 43016,1,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,5205,ITASKA ST,7, , ,5205,ITASKA,882860.1,1001565
18-031222,2018-07,07/07/2018 09:00,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4250,MIAMI ST,15, ,APT 11 AND APT 12,4250,MIAMI,888491.7,1005031
18-031141,2018-07,07/07/2018 09:15,Y, , ,1, , 51130,3,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,3216,KEOKUK ST,16, ,#1134740,3216,KEOKUK,894693.4,1002188
18-031164,2018-07,07/07/2018 09:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4214,W FARLIN AVE,68, , ,4214,FARLIN,896733.1,1033425
18-031180,2018-07,07/07/2018 09:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,858,CANAAN AVE,74, , ,858,CANAAN,896885.7,1051173
18-031161,2018-07,07/07/2018 10:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3614,S COMPTON AVE,19, , ,2800,CHIPPEWA,895268.1,1003992
18-033594,2018-07,07/07/2018 10:00,Y, , ,1, , 64601,0,"LARCENY-FROM MTR VEH $500 - $24,999",0,UNKNOWN,0, , ,3600,MCREE,0,0
18-031150,2018-07,07/07/2018 10:03,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,200,N TUCKER BLVD,35, , , , ,906567.2,1018060
18-031150,2018-07,07/07/2018 10:03,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,200,N TUCKER BLVD,35, , , , ,906567.2,1018060
18-031149,2018-07,07/07/2018 10:05,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,620,N SKINKER BLVD,48,FADED IN THE LOOP BARBERSHOP, ,620,SKINKER,877416.1,1027646
18-031152,2018-07,07/07/2018 10:35,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,2014,S 7TH ST,20, ,DOLLAR TREE,2014,7TH,905159,1009996
18-031158,2018-07,07/07/2018 11:22,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1399,BLACKSTONE AVE,78, , ,1399,BLACKSTONE,883079.9,1032344
18-032129,2018-07,07/07/2018 11:30,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5469,ELIZABETH AVE,12, , ,5469,ELIZABETH,883002.1,1012439
18-031198,2018-07,07/07/2018 12:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,705,OLIVE ST,35, , , , ,908328.4,1017870
18-031189,2018-07,07/07/2018 12:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 18TH ST / PARK AVE,32, , , , ,902824.3,1013652
18-031211,2018-07,07/07/2018 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7203,GRAVOIS AVE,6,APARTMENT,APARTMENT,7203,GRAVOIS,879523.2,995007.7
18-031169,2018-07,07/07/2018 12:14,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3530,HUMPHREY ST,25, , ,3530,HUMPHREY,893905.8,1006638
18-031171,2018-07,07/07/2018 12:29,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4119,W PENROSE ST,68, , ,4119,PENROSE,898590.7,1033815
18-031181,2018-07,07/07/2018 12:45,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,1325,S GRAND BLVD,29,SLU HOSPITAL,@SLU HOSPITAL ROOM 520,1325,GRAND,894902.8,1015747
18-031207,2018-07,07/07/2018 13:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3555,LOUISIANA AVE,19, , , , ,894636.8,1004375
18-031167,2018-07,07/07/2018 13:07,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ACADEMY AVE / DR MARTIN LUTHER,51, , , , ,887401.3,1030810
18-031170,2018-07,07/07/2018 13:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,819,GUSTAV AVE,74, ,CITY STREET,819,GUSTAV,897410.3,1052718
18-031176,2018-07,07/07/2018 13:30,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4200,MINNESOTA AVE,17, , ,4200,MINNESOTA,895674,999878.2
18-031177,2018-07,07/07/2018 13:40,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,3400,S GRAND BLVD,25, , , , ,893643.6,1005881
18-031224,2018-07,07/07/2018 14:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,3431,UNION,888884.8,1036000
18-031182,2018-07,07/07/2018 14:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,5847,S KINGSHIGHWAY BLVD,6, , ,5847,KINGSHIGHWAY,882184.4,999132.2
18-031202,2018-07,07/07/2018 14:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1041,ART HILL PL,42, , ,1041,ART HILL,879126.7,1018451
18-031324,2018-07,07/07/2018 14:00,Y, , ,1, , 41016,1,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,7204,MICHIGAN AVE,1, , ,7204,MICHIGAN,889568.8,989879.8
18-031228,2018-07,07/07/2018 14:15,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3215,POTOMAC ST,19, , ,3215,POTOMAC,895145.5,1004961
18-031228,2018-07,07/07/2018 14:15, , , ,-1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3215,POTOMAC ST,19, , ,3215,POTOMAC,895145.5,1004961
18-031193,2018-07,07/07/2018 14:30,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3237,CALIFORNIA AVE,30, , ,3237,CALIFORNIA,897426.5,1006121
