Index,Crime,District,Neighborhood,ILEADSStreet,Longitude,Latitude
9920,51122,5,38,PERSHING PL,-90.26335507,38.64620073
9921,64601,4,35,MEMORIAL DR / MORGAN ST,-90.18596982,38.63127854
9922,41013,4,59,ALDINE AVE,-90.2254058,38.64899552
9923,112010,1,3,S GRAND BLVD,-90.25407038,38.56950392
9924,51312,2,15,GILES AVE,-90.24599144,38.59303066
9925,65701,5,78,DR MARTIN LUTHER KING DR,-90.27012681,38.66658339
9926,31421,4,64,LEWIS ST,-90.18159455,38.6380299
9927,69702,3,24,SHENANDOAH AVE,-90.22362786,38.60801123
9928,64601,2,12,MACKLIND AVE,-90.27663758,38.62120053
9929,63701,2,15,S KINGSHIGHWAY BLVD,-90.26962218,38.60268485
9930,266999,2,15,S KINGSHIGHWAY BLVD,-90.26962218,38.60268485
9931,183999,4,36,LOCUST ST,-90.20054384,38.6317149
9932,63701,2,15,BAMBERGER AVE,-90.24900291,38.59182071
9933,63701,1,5,CHIPPEWA ST,-90.2707047,38.59041813
9934,41011,6,75,RIVERVIEW DR / SCRANTON AVE,-90.2127127,38.73422217
9935,64701,3,21,S 12TH ST / RUSSELL BLVD,-90.20930969,38.60794084
9936,265321,3,18,WISCONSIN AVE,-90.2216294,38.59085539
9937,71013,1,1,S GRAND BLVD,-90.25777394,38.56434074
9938,67701,3,16,NEBRASKA AVE,-90.23467264,38.58106895
9939,152200,2,13,SOUTHWEST AVE,-90.27618612,38.61081731
9940,142320,5,51,ACADEMY AVE / RIDGE AVE,-90.26548299,38.66238666
9941,265321,3,34,PARK AVE / S TUCKER BLVD,-90.20393496,38.61503382
9942,65701,4,35,S BROADWAY / CERRE ST,-90.19183774,38.62046972
9943,64701,5,38,IKEA WAY,-90.24267911,38.63486038
9944,65701,5,52,ASHLAND AVE,-90.25610628,38.67546544
9945,265321,4,35,I 55 SOUTHBOUND / I 70 WESTBOU,-90.18593172,38.61930897
9946,103000,1,6,HAMPTON AVE,-90.29380747,38.5655551
9947,265321,5,52,UNION BLVD / WABADA AVE,-90.26478879,38.67011499
9948,265321,2,8,CHIPPEWA ST,-90.30064975,38.59260107
9949,69703,3,25,HARTFORD ST,-90.24219188,38.60188349
9950,71030,4,36,N 20TH ST / ST CHARLES ST,-90.20785365,38.63361983
9951,51322,5,58,W COOK AVE,-90.24264607,38.65163784
9952,265321,3,32,MISSISSIPPI AVE,-90.21210788,38.62030168
9953,265321,3,21,S 9TH ST,-90.20528995,38.606264
9954,142320,5,54,WALTON AVE,-90.25713672,38.65237178
9955,265321,3,31,CHOUTEAU AVE / S GRAND BLVD,-90.23670177,38.62604366
9956,151130,4,59,JAMES COOL PAPA BELL AVE,-90.21493464,38.64274824
9957,64711,4,77,SAMUEL SHEPARD DR / N THERESA,-90.2289509,38.6393876
9958,265321,6,70,GOODFELLOW BLVD / I 70 WESTBOU,-90.26407283,38.70063692
9959,64701,6,76,GOODFELLOW BLVD,-90.25842293,38.70894542
9960,65601,1,6,GRAVOIS AVE,-90.28818219,38.56825833
9961,10000,6,71,EMERSON AVE,-90.24912956,38.69245052
9962,71013,3,25,JUNIATA ST,-90.23828109,38.60015311
9963,31112,3,19,OHIO AVE,-90.22819086,38.59300441
9964,64601,3,19,CHEROKEE ST,-90.22675125,38.59370127
9965,65701,1,17,PENNSYLVANIA AVE,-90.23726142,38.57423134
9966,65701,4,62,PRESERVATION PL,-90.19897255,38.64045936
9967,41012,3,18,MISSOURI AVE,-90.22461425,38.58478569
9968,31111,3,21,SHENANDOAH AVE,-90.20584372,38.60476887
9969,250000,4,62,N BROADWAY,-90.1866487,38.63447386
9970,65701,6,74,GUSTAV AVE,-90.23046289,38.72403607
9971,142320,2,28,FOLSOM AVE,-90.24675299,38.62035433
9972,32112,4,77,PAGE BLVD,-90.22823913,38.64587729
9973,182999,4,35,CHESTNUT ST,-90.18771675,38.6261758
9974,265321,2,11,WATSON RD,-90.29153977,38.60788006
9975,31111,1,16,MERAMEC ST,-90.24181576,38.58086525
9976,31111,1,16,ALBERTA ST,-90.2477383,38.58586479
9977,182250,5,78,RIDGE AVE,-90.27144034,38.66467206
9978,142320,5,48,N SKINKER BLVD,-90.29874515,38.65879381
9979,91303,4,35,CLARK AVE,-90.19192299,38.62369641
9980,65701,4,62,OFALLON ST,-90.20166148,38.64069965
9981,65701,4,36,PINE ST,-90.20701088,38.63106951
9982,65701,5,50,MAFFITT AVE,-90.26505518,38.67305638
9983,65701,4,35,N 2ND ST,-90.18412604,38.6328662
9984,142320,2,28,FOLSOM AVE,-90.24583028,38.6202727
9985,64701,5,48,HODIAMONT AVE,-90.29113754,38.66788041
9986,142320,5,78,ROWAN AVE,-90.2815204,38.67238535
9987,67601,4,35,N 2ND ST,-90.18439141,38.63046699
9988,41011,5,78,HAMILTON TER,-90.28646226,38.66970624
9989,41011,5,78,HAMILTON TER,-90.28646226,38.66970624
9990,41011,5,78,HAMILTON TER,-90.28646226,38.66970624
9991,250000,4,36,WASHINGTON AVE,-90.19995296,38.63212528
9992,250000,4,35,WASHINGTON AVE,-90.18896787,38.62972686
9993,142320,4,65,SALISBURY ST,-90.19911526,38.66150711
9994,142320,3,16,MERAMEC ST,-90.2348919,38.58004521
9995,266510,3,30,CHEROKEE ST,-90.23759427,38.5945581
9996,41013,2,9,LANSDOWNE AVE / RIVER DES PERE,-90.3188052,38.59215554
9997,41023,2,9,LANSDOWNE AVE / RIVER DES PERE,-90.3188052,38.59215554
9998,41023,2,9,LANSDOWNE AVE / RIVER DES PERE,-90.3188052,38.59215554
9999,41013,2,9,LANSDOWNE AVE / RIVER DES PERE,-90.3188052,38.59215554
10000,31111,4,36,N TUCKER BLVD,-90.19645015,38.63361277
10001,265321,4,37,LACLEDE AVE,-90.22501925,38.63194798
10002,73313,2,42,GRAHAM ST,-90.29165434,38.62912551
10003,265321,5,50,GOODFELLOW BLVD,-90.27059066,38.68487199
10004,130000,6,68,HARRIS AVE,-90.22586985,38.67331709
10005,266999,6,68,HARRIS AVE,-90.22586985,38.67331709
10006,265321,2,28,I 44 WESTBOUND / S VANDEVENTER,-90.25968696,38.6188384
10007,265321,6,55,N KINGSHIGHWAY BLVD / LEXINGTO,-90.25289106,38.67484087
10008,142320,3,21,RUSSELL BLVD,-90.20507283,38.60673027
10009,51322,4,65,AGNES ST,-90.20030639,38.65813545
10010,142320,4,36,OLIVE ST,-90.20771115,38.63198565
10011,250000,4,36,WASHINGTON AVE,-90.19872495,38.63186126
10012,71013,6,66,E JOHN AVE,-90.20986362,38.67195496
10013,83000,6,66,E JOHN AVE,-90.20986362,38.67195496
10014,31421,5,48,DELMAR BLVD,-90.30069871,38.65584256
10015,83000,6,67,LINTON AVE,-90.21767494,38.67025789
10016,152200,1,4,CHRISTY DR / HOLLY HILLS AVE,-90.27730406,38.57158353
10017,63701,5,38,LINDELL BLVD,-90.25009317,38.641236
10018,51221,4,61,CARR ST,-90.20451796,38.63885066
10019,91114,6,68,CLARENCE AVE,-90.23081908,38.67494317
10020,31421,6,71,UNION BLVD,-90.249999,38.68907768
10021,72113,2,42,WISE AVE,-90.29483652,38.62846387
10022,71013,2,15,S KINGSHIGHWAY BLVD,-90.26904362,38.60261506
10023,52112,5,52,UNION BLVD,-90.25948464,38.67686735
10024,142320,6,74,RIVERVIEW BLVD,-90.24064098,38.71763923
10025,62701,5,55,N EUCLID AVE,-90.252971,38.66962108
10026,71013,3,19,MICHIGAN AVE,-90.23654321,38.58900345
10027,71030,4,67,PLEASANT ST,-90.21300118,38.66339
10028,64601,4,36,N 16TH ST / LUCAS AVE,-90.20155788,38.63334582
10029,265321,3,25,S GRAND BLVD / POTOMAC ST,-90.24333099,38.59399692
10030,64601,4,35,S BROADWAY / SPRUCE ST,-90.19124085,38.62253583
10031,51122,4,65,VEST AVE,-90.20953717,38.65894956
10032,71013,6,69,BIRCHER BLVD / N NEWSTEAD AVE,-90.22998868,38.6827451
10033,65701,3,22,WITHNELL AVE,-90.21825878,38.59540558
10034,69702,1,3,FEDERER PL,-90.26659393,38.56754369
10035,142320,1,4,BLOW ST,-90.27235579,38.56180666
10036,67701,4,36,LOCUST ST,-90.20054384,38.6317149
10037,67701,4,36,LOCUST ST,-90.20054384,38.6317149
10038,64601,4,36,LOCUST ST,-90.20977295,38.63297382
10039,130000,5,51,UNION BLVD,-90.27186188,38.66096317
10040,65701,2,15,WINNEBAGO ST,-90.25354182,38.5914267
10041,182999,4,36,N 13TH ST / LOCUST ST,-90.19865282,38.63102906
10042,63701,3,25,S GRAND BLVD,-90.24255395,38.59466522
10043,71013,2,14,OLEATHA AVE,-90.27630423,38.59700823
10044,65701,4,62,N 9TH ST / CARR ST,-90.19110683,38.63549895
10045,65701,5,38,CHILDRENS PL,-90.26275492,38.63706934
10046,51111,1,1,ALABAMA AVE,-90.2518894,38.56222941
10047,64601,2,8,CHIPPEWA ST,-90.30961175,38.58844765
10048,91123,5,50,SAINT LOUIS AVE,-90.27416383,38.67980727
10049,142320,5,38,CLAYTON AVE / S EUCLID AVE,-90.26363401,38.63312798
10050,142320,1,4,TESSON ST,-90.28932906,38.56358926
10051,64601,1,80,HOLLY HILLS AVE,-90.25650003,38.56096031
10052,115200,3,24,ARMAND PL / OHIO AVE,-90.22432059,38.60897394
10053,64701,4,36,N 15TH ST / DELMAR BLVD,-90.19966873,38.63404669
10054,265321,6,56,NATURAL BRIDGE AVE / N NEWSTEA,-90.23635306,38.66982095
10055,142320,1,4,S GRAND BLVD,-90.26582687,38.5558065
10056,63701,3,19,S JEFFERSON AVE,-90.22596431,38.5929745
10057,91114,1,16,TAFT AVE,-90.24920173,38.57801591
10058,265321,6,70,GOODFELLOW BLVD,-90.26515887,38.69877464
10059,51111,6,66,E OBEAR AVE,-90.20891142,38.67147755
10060,41013,6,76,W FLORISSANT AVE,-90.25036913,38.70737707
10061,266999,4,35,CONVENTION PZ / N TUCKER BLVD,-90.19619376,38.63331279
10062,142320,3,22,ARSENAL ST,-90.21972828,38.59794086
10063,142320,4,60,N 19TH ST,-90.20337392,38.64349659
10064,65701,5,58,C D BANKS AVE,-90.239305,38.64809371
10065,265321,4,77,LINDELL BLVD,-90.23757249,38.638578
10066,265321,4,35,I 44 WESTBOUND / MEMORIAL DR,-90.18629665,38.62833579
10067,241100,2,9,WATSON RD,-90.29964195,38.60032916
10068,265321,2,11,HAMPTON AVE / I 44 EASTBOUND,-90.28819799,38.6188468
10069,64711,5,53,N KINGSHIGHWAY BLVD,-90.26248969,38.65219605
10070,71013,1,2,VIRGINIA AVE,-90.26811523,38.54397158
10071,51312,2,8,WINONA AVE,-90.29855338,38.59318236
10072,91123,6,85,PARK - OFALLON,-90.21935101,38.68073203
10073,41011,6,69,W FLORISSANT AVE,-90.22528451,38.68102345
10074,67701,4,35,WASHINGTON AVE,-90.19593908,38.63128016
10075,142320,1,1,BATES ST,-90.2492241,38.56614633
10076,71040,2,9,BENDICK AVE / MAURICE AVE,-90.30302502,38.60172161
10077,31421,6,71,W FLORISSANT AVE,-90.23431014,38.68864219
10078,142320,3,22,ARSENAL ST,-90.22275176,38.59877733
10079,142320,1,4,CROSBY DR,-90.27844231,38.55561523
10080,51212,6,68,CLAY AVE,-90.22201334,38.67150119
10081,265321,5,58,DR MARTIN LUTHER KING DR,-90.23505747,38.65166484
10082,32421,4,63,WARREN ST,-90.19443069,38.65072552
10083,65701,1,16,KEOKUK ST,-90.25101325,38.58667087
10084,69702,5,38,OLIVE ST,-90.23925498,38.64131394
10085,265321,4,37,S COMPTON AVE,-90.22735585,38.63078094
10086,41011,5,38,FOREST PARK AVE,-90.25728223,38.63840911
10087,142320,3,31,PARK AVE,-90.2218873,38.61840593
10088,64701,4,36,N 15TH ST / OLIVE ST,-90.20162102,38.63069892
10089,69702,2,44,LOUISVILLE AVE,-90.29784919,38.62830711
10090,142320,6,66,E OBEAR AVE,-90.20574496,38.67311991
10091,265321,5,57,KENNERLY AVE,-90.24415696,38.66337717
10092,142320,3,25,S COMPTON AVE,-90.23535816,38.60045408
10093,142320,3,19,S COMPTON AVE,-90.23697992,38.59320023
10094,265321,6,68,ATHLONE AVE,-90.22715757,38.67633235
10095,142320,1,4,SHARP AVE,-90.27341241,38.56178208
10096,73313,1,1,BELLERIVE BLVD,-90.24442611,38.56172376
10097,142320,6,68,HARRIS AVE,-90.22604602,38.67304566
10098,65701,4,77,DR MARTIN LUTHER KING DR,-90.22428764,38.64409144
10099,71013,4,60,FARRAR ST / PARNELL ST,-90.21079372,38.65894443
10100,67601,4,35,CLARK AVE,-90.19192299,38.62369641
10101,65701,2,15,HUMPHREY ST / MORGANFORD RD,-90.26183918,38.59956636
10102,142320,3,25,VIRGINIA AVE,-90.23598543,38.60631806
10103,31111,3,19,WINNEBAGO ST,-90.23932758,38.58925133
10104,241100,4,35,CHESTNUT ST,-90.1873345,38.62561187
10105,31112,2,15,HARTFORD ST,-90.25571673,38.60337883
10106,91113,6,69,NATURAL BRIDGE AVE,-90.23634452,38.67033716
10107,142320,3,25,MICHIGAN AVE,-90.23320563,38.60834649
10108,71013,1,3,CORONADO AVE,-90.26552873,38.56910593
10109,65701,5,38,DELMAR BLVD,-90.26949462,38.65183662
10110,31111,2,39,S BOYLE AVE,-90.25392013,38.62480154
10111,142320,3,25,S COMPTON AVE,-90.23459567,38.60739407
10112,142320,3,26,LONGFELLOW BLVD,-90.23123105,38.61109889
10113,64701,2,15,WYOMING ST,-90.26090934,38.60044591
10114,68601,5,57,WHITTIER ST,-90.23577809,38.65920124
10115,142320,1,4,BLOW ST,-90.2684491,38.55946494
10116,51212,3,30,TEXAS AVE,-90.22676926,38.59439603
10117,265321,6,72,DAVISON AVE,-90.25231006,38.69350623
10118,142320,1,4,ROBERT AVE,-90.26988779,38.55816784
10119,142320,1,4,PRIMM ST,-90.27538476,38.55463678
10120,142320,1,4,PRIMM ST,-90.28708271,38.56227043
10121,51212,3,30,TEXAS AVE,-90.22676926,38.59439603
10122,91113,3,21,GEYER AVE,-90.20305611,38.60833153
10123,91113,3,21,GEYER AVE,-90.20305611,38.60833153
10124,63701,2,88,GRAVOIS AVE,-90.29498581,38.56443819
10125,35112,1,2,S BROADWAY,-90.26285392,38.54264243
10126,41011,1,16,DEWEY AVE,-90.24715559,38.58173364
10127,52322,2,82,GOVERNMENT DR,-90.28563716,38.639475
10128,51321,6,71,QUEENS AVE,-90.24446979,38.68769004
10129,64601,3,16,OSAGE ST,-90.2307575,38.58319635
10130,67601,2,15,S SPRING AVE,-90.24777883,38.59407798
10131,71030,6,64,N BROADWAY,-90.20443597,38.67499755
10132,142320,5,47,WATERMAN BLVD,-90.27906512,38.64886753
10133,142320,1,4,STOLLE ST,-90.29181953,38.56250961
10134,142320,3,24,NEBRASKA AVE,-90.22813814,38.6126377
10135,43022,1,4,KOELN AVE,-90.26827493,38.55456636
10136,265321,5,38,MARYLAND PLZ,-90.26229881,38.64489428
10137,241100,4,36,N 15TH ST,-90.19985703,38.63338541
10138,265321,5,48,SKINKER PKWY,-90.2896221,38.67036823
10139,142320,3,25,HALLIDAY AVE / VIRGINIA AVE,-90.23567591,38.60483731
10140,265321,6,66,E PRAIRIE AVE,-90.21046508,38.67394173
10141,65701,3,30,OHIO AVE,-90.22745215,38.59654769
10142,142320,5,50,DR MARTIN LUTHER KING DR,-90.28303319,38.67436796
10143,130000,5,50,GOODFELLOW BLVD,-90.2713462,38.68358839
10144,142320,5,47,PERSHING AVE,-90.27976128,38.64850913
10145,142320,6,69,BESSIE AVE,-90.24136607,38.67990959
10146,64601,4,36,WASHINGTON AVE,-90.20689416,38.63420231
10147,41011,4,66,N 20TH ST / E GRAND BLVD,-90.2083461,38.67026795
10148,41011,4,66,N 20TH ST / E GRAND BLVD,-90.2083461,38.67026795
10149,41016,6,68,W FLORISSANT AVE,-90.2243239,38.67994205
10150,71013,4,37,LOCUST ST,-90.22476794,38.63669783
10151,142320,3,18,MISSOURI AVE,-90.22414683,38.58918358
10152,142320,6,72,DAVISON AVE,-90.24301557,38.69795648
10153,91113,2,41,OAKLAND AVE,-90.28316153,38.62971418
10154,91113,2,41,OAKLAND AVE,-90.28316153,38.62971418
10155,91113,2,41,OAKLAND AVE,-90.28316153,38.62971418
10156,265321,3,31,S GRAND BLVD / LAFAYETTE AVE,-90.23909397,38.61725108
10157,142320,1,4,GERMANIA ST,-90.2783871,38.55685355
10158,142320,5,78,TEMPLE PL,-90.27953835,38.66640654
10159,51321,3,19,POTOMAC ST,-90.23334365,38.59260986
10160,51321,3,19,POTOMAC ST,-90.23334365,38.59260986
10161,265321,4,36,N 13TH ST / PINE ST,-90.19916083,38.62942401
10162,142320,3,24,NEBRASKA AVE,-90.22808968,38.61286824
10163,71030,2,41,HAMPTON AVE,-90.28744308,38.62368924
10164,265321,2,39,S BOYLE AVE / I 64 WESTBOUND,-90.25334181,38.63135759
10165,265321,4,64,N 9TH ST / SALISBURY ST,-90.19672976,38.66212976
10166,52212,3,25,S GRAND BLVD,-90.24191798,38.60361557
10167,91113,4,36,LOCUST ST,-90.20054384,38.6317149
10168,242000,2,15,MIAMI ST,-90.25511171,38.59286887
10169,241100,4,35,N 9TH ST / CHESTNUT ST,-90.19403169,38.6274611
10170,71013,3,16,ALBERTA ST / S GRAND BLVD,-90.24483475,38.58541366
10171,241100,6,76,SHERRY AVE,-90.25829033,38.70097109
10172,51112,1,16,ITASKA ST,-90.24685662,38.5730256
10173,65701,2,15,WYOMING ST,-90.2595297,38.60031128
10174,67601,4,65,BREMEN AVE,-90.20353449,38.66264696
10175,31111,1,17,MINNESOTA AVE,-90.23950189,38.56956769
10176,142320,4,60,N 17TH ST,-90.19869358,38.64395418
10177,112020,4,59,N JEFFERSON AVE,-90.21288196,38.63806968
10178,41011,4,59,N GRAND BLVD,-90.22338486,38.65287073
10179,142320,5,50,BELT AVE,-90.26802262,38.67514095
10180,41021,4,59,N GRAND BLVD,-90.22338486,38.65287073
10181,41021,4,59,N GRAND BLVD,-90.22338486,38.65287073
10182,41021,4,59,N GRAND BLVD,-90.22338486,38.65287073
10183,41021,4,59,N GRAND BLVD,-90.22338486,38.65287073
10184,31111,3,19,MINNESOTA AVE,-90.2349321,38.59118833
10185,31111,3,19,MINNESOTA AVE,-90.2349321,38.59118833
10186,142320,5,50,BURD AVE,-90.27323097,38.67114764
10187,142320,3,20,S WHARF ST,-90.19248681,38.60625303
10188,65701,3,21,S 10TH ST / GEYER AVE,-90.20532785,38.60897708
10189,265321,2,82,N KINGSHIGHWAY BLVD / LINDELL,-90.26473971,38.64411114
10190,63701,5,50,UNION BLVD,-90.25943246,38.67853675
10191,63601,6,69,N KINGSHIGHWAY BLVD,-90.25092165,38.67689886
10192,265321,3,20,CHOUTEAU AVE / S LEONOR K SULL,-90.18795078,38.61498131
10193,265321,5,38,N KINGSHIGHWAY BLVD / LINDELL,-90.26473971,38.64411114
10194,64701,6,76,ERA AVE,-90.25508286,38.70924051
10195,92000,4,36,WASHINGTON AVE,-90.20539582,38.6332567
10196,91303,4,35,WASHINGTON AVE,-90.18625161,38.62967568
10197,91303,4,35,WASHINGTON AVE,-90.18625161,38.62967568
10198,41016,6,68,CLAY AVE,-90.22201334,38.67150119
10199,142320,5,38,OLIVE ST,-90.25846898,38.64939248
10200,51322,1,1,LOUISIANA AVE,-90.25453285,38.56475412
10201,142320,1,4,ROBERT AVE,-90.26819768,38.55760625
10202,64601,4,35,N 4TH ST,-90.1866405,38.62903967
10203,63701,2,8,HAMPTON AVE,-90.29551756,38.59252082
10204,69702,3,19,S COMPTON AVE,-90.2379565,38.5881801
10205,44012,6,66,E OBEAR AVE,-90.20928171,38.67128901
10206,91114,2,13,S KINGSHIGHWAY BLVD,-90.26774375,38.61017753
10207,64601,4,36,DELMAR BLVD,-90.20121993,38.63438841
10208,265321,2,15,POTOMAC ST,-90.24827697,38.59400766
10209,91124,3,19,MINNESOTA AVE,-90.2352313,38.58974189
10210,67701,3,21,SOULARD ST,-90.201981,38.60952603
10211,91124,3,19,MINNESOTA AVE,-90.2352313,38.58974189
10212,63701,3,16,S BROADWAY,-90.22850618,38.5803491
10213,51322,3,25,HALLIDAY AVE,-90.23394076,38.60468509
10214,91114,2,13,S KINGSHIGHWAY BLVD,-90.26774375,38.61017753
10215,91114,2,13,S KINGSHIGHWAY BLVD,-90.26774375,38.61017753
10216,266999,5,48,ENRIGHT AVE,-90.28186511,38.6549385
10217,43016,5,51,VERNON AVE,-90.26984606,38.65844397
10218,266999,5,48,ENRIGHT AVE,-90.28186511,38.6549385
10219,142320,5,51,CLARENDON AVE,-90.27018334,38.65295281
10220,51312,3,30,LOUISIANA AVE,-90.2390337,38.59398467
10221,51322,2,15,OLEATHA AVE,-90.26693134,38.59507053
10222,266999,5,48,ENRIGHT AVE,-90.28186511,38.6549385
10223,266999,5,48,ENRIGHT AVE,-90.28186511,38.6549385
10224,67701,4,35,WASHINGTON AVE,-90.19202164,38.63041867
10225,41011,5,50,GREER AVE,-90.26716615,38.67936519
10226,31112,1,16,TENNESSEE AVE,-90.24792988,38.57489406
10227,142320,5,46,LAUREL ST,-90.2895983,38.64965306
10228,142320,4,36,MARKET ST,-90.20762511,38.62903632
10229,71030,6,73,TARA LN,-90.24517585,38.71332993
10230,52312,6,68,NATURAL BRIDGE AVE,-90.2353748,38.66981874
10231,265321,1,5,CARLSBAD AVE,-90.2738701,38.57520874
10232,51322,1,1,COSTA PL,-90.26891087,38.55046653
10233,64711,5,47,WATERMAN BLVD,-90.2797229,38.64903627
10234,182130,6,79,N BROADWAY / E CARRIE AVE,-90.21906674,38.68516596
10235,64701,4,59,GASCONADE ST / MINNESOTA AVE,-90.23691791,38.582101
10236,142320,5,38,WASHINGTON AVE,-90.25995857,38.64990903
10237,51312,6,68,ADELAIDE AVE,-90.22227743,38.67341021
10238,51322,1,7,ITASKA ST,-90.28451056,38.58400238
10239,51322,1,7,ITASKA ST,-90.28451056,38.58400238
10240,31111,3,16,S COMPTON AVE,-90.23811742,38.58770266
10241,265321,6,68,W FLORISSANT AVE / POPE AVE,-90.22485581,38.68090986
10242,31421,1,16,MOUNT PLEASANT ST,-90.2410856,38.57348089
10243,241100,1,4,GRAVOIS AVE,-90.28462543,38.56990188
10244,142320,5,48,HAMILTON AVE,-90.28984219,38.65774021
10245,142320,5,53,WALTON AVE,-90.25773915,38.65264487
10246,142320,5,46,DES PERES AVE / WATERMAN BLVD,-90.2943309,38.65031775
10247,69602,1,5,ALEXANDER ST,-90.25918027,38.58068259
10248,51222,5,48,CLEMENS AVE,-90.28016044,38.6564181
10249,91114,1,5,ADKINS AVE,-90.26160849,38.58361748
10250,142320,5,38,PERSHING AVE / UNION BLVD,-90.27412293,38.64767186
10251,43015,4,60,N 23RD ST,-90.20675157,38.65269842
10252,69602,2,14,CHIPPEWA ST,-90.28302674,38.59253677
10253,142320,5,46,WATERMAN BLVD,-90.29996185,38.65057464
10254,65701,5,78,HAMILTON AVE / MINERVA AVE,-90.2849841,38.66973373
10255,265321,2,15,CONNECTICUT ST,-90.24521477,38.60003935
10256,51230,1,1,IDAHO AVE,-90.25671824,38.55847595
10257,142320,5,38,N EUCLID AVE / WASHINGTON AVE,-90.2605909,38.65034967
10258,265321,4,64,COLLINS AVE,-90.1842791,38.63827607
10259,142320,5,56,LINCOLN AVE,-90.23093527,38.65719118
10260,142320,5,47,CLARA AVE / PERSHING AVE,-90.28287407,38.64841884
10261,43016,1,1,RIO SILVA PL,-90.26961405,38.55266441
10262,142320,2,15,HUMPHREY ST,-90.25763603,38.5992447
10263,71013,6,69,DRYDEN AVE / MARGARETTA AVE,-90.23943974,38.67401536
10264,142320,5,55,HAMMETT PL,-90.25213142,38.66393803
10265,142320,5,47,CLARA AVE / WATERMAN BLVD,-90.28267087,38.64972826
10266,41011,4,64,COLLINS AVE,-90.1842791,38.63827607
10267,64701,4,35,N 9TH ST,-90.19234458,38.63299794
10268,142320,5,57,KENNERLY AVE,-90.24123074,38.66116028
10269,142320,5,55,HAMMETT PL,-90.25092135,38.66384484
10270,91123,6,74,HALLS FERRY RD,-90.2320539,38.71446485
10271,91113,6,79,HALL ST,-90.22227888,38.70556735
10272,64701,3,25,S GRAND BLVD,-90.24346327,38.59310478
10273,142320,5,51,CABANNE AVE,-90.26716834,38.65630235
10274,241100,4,67,KOSSUTH AVE,-90.21319273,38.66462338
10275,130000,6,76,LAURA AVE,-90.25876486,38.70073867
10276,265321,1,5,GRAVOIS AVE,-90.26292886,38.58497666
10277,51211,6,76,LUCILLE AVE,-90.25865841,38.70665858
10278,64601,5,78,TEMPLE PL,-90.28041935,38.66613086
10279,71013,6,76,EMMA AVE,-90.25775082,38.70789235
10280,142320,2,10,COMMONWEALTH AVE,-90.31446586,38.60715529
10281,142320,2,45,SAN BONITA AVE,-90.30560023,38.63578366
10282,64601,1,3,DEWEY AVE,-90.2594354,38.56764563
10283,265321,6,69,DRYDEN AVE / MARGARETTA AVE,-90.23943974,38.67401536
10284,265321,5,58,PAGE BLVD,-90.24026671,38.65162709
10285,67601,3,23,RUSSELL BLVD,-90.21263289,38.60889914
10286,63701,5,38,LINDELL BLVD,-90.25009317,38.641236
10287,142320,5,48,CLARA AVE / PAGE BLVD,-90.27959287,38.66507214
10288,142320,3,21,SHENANDOAH AVE,-90.20662824,38.60460883
10289,266999,5,48,ENRIGHT AVE,-90.28186511,38.6549385
10290,51212,6,74,PARTRIDGE AVE,-90.24166673,38.71348973
10291,142320,1,16,MOUNT PLEASANT ST,-90.24213832,38.57361804
10292,65701,1,2,WATER ST,-90.26235165,38.54163749
10293,31111,1,16,VIRGINIA AVE,-90.2419538,38.57875365
10294,91114,4,35,N 9TH ST,-90.19373286,38.62825664
10295,36212,2,41,MANCHESTER AVE,-90.28657662,38.62290508
10296,64701,3,31,S JEFFERSON AVE,-90.22184658,38.61598942
10297,67701,1,1,EILER ST,-90.24605943,38.56657254
10298,51112,5,50,CLARA AVE,-90.27512099,38.6708108
10299,64601,2,8,JAMIESON AVE,-90.29815298,38.57148404
10300,182130,6,71,ROSALIE ST,-90.23085489,38.68343357
10301,117000,4,35,S TUCKER BLVD,-90.19938925,38.62359501
10302,51312,6,56,WHITTIER ST,-90.23230026,38.66294973
10303,242000,5,46,WATERMAN BLVD,-90.29543734,38.65071235
10304,64701,2,27,S 39TH ST,-90.24561712,38.61194933
10305,64711,4,35,N 7TH ST / OLIVE ST,-90.19122363,38.62842853
10306,182400,4,59,CASS AVE,-90.22122964,38.64715138
10307,265321,4,35,SPRUCE ST,-90.19455592,38.62328593
10308,241100,4,59,GREER AVE,-90.21863505,38.65690962
10309,65601,4,59,DODIER ST / N SPRING AVE,-90.2216219,38.65753185
10310,91114,4,77,PAGE BLVD / PRAIRIE AVE,-90.2311948,38.64762228
10311,51111,3,19,MIAMI ST,-90.2415436,38.59189234
10312,151110,5,54,KENSINGTON PL,-90.25657889,38.65320263
10313,130000,5,38,S EUCLID AVE,-90.26310813,38.63367885
10314,142320,3,30,OHIO AVE,-90.22616955,38.6029592
10315,182130,1,2,DAVIS ST,-90.26272516,38.54298954
10316,182400,5,51,RIDGE AVE,-90.26383391,38.66171334
10317,250000,4,35,CARR ST,-90.18525001,38.63401703
10318,51122,1,1,EILER ST,-90.24732711,38.56732301
10319,63701,5,48,DELMAR BLVD,-90.30005678,38.6558552
10320,250000,4,35,CARR ST,-90.18454436,38.63407004
10321,31111,4,61,N 14TH ST,-90.19618955,38.64160819
10322,63701,1,5,CHRISTY BLVD,-90.27654825,38.58432246
10323,266999,4,64,N 9TH ST / SALISBURY ST,-90.19672976,38.66212976
10324,36111,2,27,S GRAND BLVD,-90.2409425,38.61165624
10325,91114,5,51,CABANNE AVE,-90.26730102,38.65631634
